InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
544900,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2/24/2011 12:41,2.95,15121.0,United Kingdom
550623,21927,BLUE/CREAM STRIPE CUSHION COVER ,12,4/19/2011 13:56,1.25,13719.0,United Kingdom
564760,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2,8/30/2011 10:47,3.29,,United Kingdom
C556957,22467,GUMBALL COAT RACK,-2,6/16/2011 9:04,2.1,12705.0,Germany
575902,21703,BAG 125g SWIRLY MARBLES,12,11/11/2011 15:20,0.42,15544.0,United Kingdom
546479,22993,SET OF 4 PANTRY JELLY MOULDS,12,3/14/2011 11:38,1.25,12682.0,France
550459,15056N,EDWARDIAN PARASOL NATURAL,1,4/18/2011 13:17,5.95,18116.0,United Kingdom
563614,23201,JUMBO BAG ALPHABET,100,8/18/2011 8:51,1.79,12415.0,Australia
548373,22354,RETROSPOT PADDED SEAT CUSHION,4,3/30/2011 16:34,7.46,,United Kingdom
544204,85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,2,2/17/2011 10:30,3.29,,United Kingdom
545661,21882,SKULLS TAPE,12,3/4/2011 14:41,0.65,15358.0,United Kingdom
576837,21731,RED TOADSTOOL LED NIGHT LIGHT,6,11/16/2011 15:16,3.29,,United Kingdom
572732,23369,SET 36 COLOUR PENCILS LOVE LONDON,16,10/25/2011 15:21,1.25,18079.0,United Kingdom
575895,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,1,11/11/2011 14:50,0.85,17052.0,United Kingdom
573585,22215,CAKE STAND WHITE TWO TIER LACE,1,10/31/2011 14:41,16.63,,United Kingdom
567671,21914,BLUE HARMONICA IN BOX ,4,9/21/2011 15:34,2.46,,United Kingdom
542622,84375,SET OF 20 KIDS COOKIE CUTTERS,2,1/31/2011 9:09,4.13,,United Kingdom
571847,23411, TRELLIS COAT RACK,6,10/19/2011 12:39,4.95,15220.0,United Kingdom
540698,82583,HOT BATHS METAL SIGN,48,1/11/2011 9:24,2.21,17450.0,United Kingdom
543182,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,6,2/4/2011 10:40,2.46,,United Kingdom
543459,21746,SMALL RED RETROSPOT WINDMILL,12,2/8/2011 13:28,1.25,12599.0,France
550033,20724,RED RETROSPOT CHARLOTTE BAG,4,4/14/2011 11:45,0.85,15005.0,United Kingdom
552547,22704,WRAP RED APPLES ,25,5/10/2011 10:34,0.42,13098.0,United Kingdom
553427,23109,LED TEA LIGHTS,6,5/17/2011 10:36,2.89,17522.0,United Kingdom
581006,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,12/7/2011 8:45,4.25,14911.0,EIRE
577526,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,11/20/2011 13:39,1.45,16513.0,United Kingdom
542613,22248,DECORATION  PINK CHICK MAGIC GARDEN,6,1/30/2011 14:36,0.85,17431.0,United Kingdom
552962,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,32,5/12/2011 12:56,2.1,14364.0,United Kingdom
572284,22274,FELTCRAFT DOLL EMILY,1,10/23/2011 12:08,2.95,16744.0,United Kingdom
565119,20726,LUNCH BAG WOODLAND,10,9/1/2011 11:38,1.65,16722.0,United Kingdom
542231,21355,TOAST ITS - I LOVE YOU ,10,1/26/2011 13:40,1.25,16714.0,United Kingdom
562715,48111,DOORMAT 3 SMILEY CATS,1,8/8/2011 15:34,15.79,,United Kingdom
570664,21463,MIRRORED DISCO BALL ,1,10/11/2011 14:21,5.95,16362.0,United Kingdom
536876,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,2,12/3/2010 11:36,4.21,,United Kingdom
574353,21791,VINTAGE HEADS AND TAILS CARD GAME ,10,11/4/2011 10:46,1.25,14659.0,United Kingdom
540646,22396,MAGNETS PACK OF 4 RETRO PHOTO,2,1/10/2011 14:32,0.85,,United Kingdom
581230,22629,SPACEBOY LUNCH BOX ,12,12/8/2011 10:24,1.95,14291.0,United Kingdom
559337,21470,FLOWER VINE RAFFIA FOOD COVER,4,7/7/2011 16:27,3.29,,United Kingdom
577469,84988,SET OF 72 PINK HEART PAPER DOILIES,2,11/20/2011 11:25,1.45,15009.0,United Kingdom
545063,37449,CERAMIC CAKE STAND + HANGING CAKES,1,2/27/2011 14:26,9.95,14606.0,United Kingdom
552563,21754,HOME BUILDING BLOCK WORD,18,5/10/2011 11:54,5.45,17597.0,United Kingdom
538071,22738,RIBBON REEL SNOWY VILLAGE,3,12/9/2010 14:09,3.36,,United Kingdom
558030,23107,WHITE HEARTS WIRE PLANT POT HOLDER,8,6/24/2011 12:00,2.89,16419.0,United Kingdom
565319,23348,,225,9/2/2011 13:07,0.0,,United Kingdom
562984,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1,8/11/2011 11:45,1.25,17841.0,United Kingdom
575975,23313,VINTAGE CHRISTMAS BUNTING,18,11/13/2011 13:18,4.95,13536.0,United Kingdom
542276,22350,ILLUSTRATED CAT BOWL ,6,1/27/2011 10:19,2.55,12764.0,Lebanon
561600,22356,CHARLOTTE BAG PINK POLKADOT,7,7/28/2011 11:29,0.85,15861.0,United Kingdom
544398,35924,HANGING FAIRY CAKE DECORATION,3,2/18/2011 12:27,2.1,15311.0,United Kingdom
578852,22475,SKULL DESIGN TV DINNER TRAY,2,11/27/2011 11:12,4.95,17841.0,United Kingdom
562035,22311,OFFICE MUG WARMER BLACK+SILVER ,6,8/2/2011 9:29,2.95,12627.0,Germany
576792,23367,SET 12 COLOUR PENCILS SPACEBOY ,48,11/16/2011 14:11,0.65,17596.0,United Kingdom
553708,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,24,5/18/2011 15:28,1.65,16843.0,United Kingdom
575477,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,11/9/2011 16:14,4.13,,United Kingdom
541421,21110,LARGE CAKE TOWEL PINK SPOTS,5,1/17/2011 17:44,4.13,,United Kingdom
581425,22217,T-LIGHT HOLDER HANGING LACE,1,12/8/2011 15:31,0.39,14796.0,United Kingdom
556089,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,6/8/2011 15:25,4.13,,United Kingdom
574532,35970,ZINC FOLKART SLEIGH BELLS,12,11/4/2011 14:19,1.69,15676.0,United Kingdom
537136,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,3,12/5/2010 12:42,3.25,12748.0,United Kingdom
571914,22664,TOY TIDY DOLLY GIRL DESIGN,10,10/19/2011 15:33,2.1,14776.0,United Kingdom
579499,84879,ASSORTED COLOUR BIRD ORNAMENT,8,11/29/2011 15:59,1.69,17682.0,United Kingdom
570465,23536,WALL ART VILLAGE SHOW ,1,10/10/2011 16:02,12.46,,United Kingdom
552822,23201,JUMBO BAG ALPHABET,10,5/11/2011 12:59,2.08,15521.0,United Kingdom
555516,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,6/5/2011 10:50,2.95,17706.0,United Kingdom
562388,22197,POPCORN HOLDER,4,8/4/2011 15:52,0.85,18099.0,United Kingdom
574523,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,12,11/4/2011 13:51,3.75,18167.0,United Kingdom
578289,21155,RED RETROSPOT PEG BAG,4,11/23/2011 14:07,2.55,17841.0,United Kingdom
571797,84988,SET OF 72 PINK HEART PAPER DOILIES,2,10/19/2011 11:41,3.75,,United Kingdom
549525,84978,HANGING HEART JAR T-LIGHT HOLDER,11,4/8/2011 15:44,2.46,,United Kingdom
559338,22682,FRENCH BLUE METAL DOOR SIGN 7,1,7/7/2011 16:30,2.46,,United Kingdom
559816,22065,CHRISTMAS PUDDING TRINKET POT ,1,7/12/2011 16:11,3.29,,United Kingdom
580685,22924,FRIDGE MAGNETS LA VIE EN ROSE,12,12/5/2011 15:16,0.85,17676.0,United Kingdom
579536,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,11/30/2011 9:53,0.39,12957.0,United Kingdom
539451,21912,VINTAGE SNAKES & LADDERS,1,12/17/2010 16:59,7.62,,United Kingdom
553754,22295,HEART FILIGREE DOVE LARGE,12,5/19/2011 10:25,1.65,16175.0,United Kingdom
552064,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,5,5/6/2011 11:05,2.55,15874.0,United Kingdom
565835,85099F,JUMBO BAG STRAWBERRY,3,9/7/2011 11:32,2.08,14452.0,United Kingdom
550890,47504K,ENGLISH ROSE GARDEN SECATEURS,4,4/21/2011 12:00,1.95,14711.0,United Kingdom
537640,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,12/7/2010 15:31,6.77,,United Kingdom
545714,22659,LUNCH BOX I LOVE LONDON,1,3/7/2011 10:12,2.46,,United Kingdom
539181,21980,PACK OF 12 RED RETROSPOT TISSUES ,12,12/16/2010 11:51,0.29,12748.0,United Kingdom
572540,22090,PAPER BUNTING RETROSPOT,4,10/24/2011 16:17,6.63,,United Kingdom
536836,22193,RED DINER WALL CLOCK,1,12/2/2010 18:08,8.5,18168.0,United Kingdom
580750,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,12/6/2011 9:56,2.95,12749.0,United Kingdom
576864,22092,BLUE PAISLEY TISSUE BOX,2,11/16/2011 16:06,0.39,12748.0,United Kingdom
580754,22356,CHARLOTTE BAG PINK POLKADOT,37,12/6/2011 10:05,2.46,,United Kingdom
566281,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,9/11/2011 14:15,1.65,12748.0,United Kingdom
563300,47566B,TEA TIME PARTY BUNTING,6,8/15/2011 12:57,4.95,16774.0,United Kingdom
575904,22897,OVEN MITT APPLES DESIGN,1,11/11/2011 15:28,1.45,18014.0,United Kingdom
540276,85099B,JUMBO BAG RED RETROSPOT,100,1/6/2011 12:16,1.65,14680.0,United Kingdom
538370,22312,OFFICE MUG WARMER POLKADOT,2,12/12/2010 11:06,2.95,16923.0,United Kingdom
569401,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,10/4/2011 8:56,0.85,15111.0,United Kingdom
564541,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,6,8/25/2011 15:35,2.55,16309.0,United Kingdom
560778,22668,PINK BABY BUNTING,3,7/21/2011 9:30,5.79,,United Kingdom
556095,22502,PICNIC BASKET WICKER SMALL,2,6/8/2011 15:27,10.79,,United Kingdom
552537,21264,WHITE GOOSE FEATHER TREE 60CM ,2,5/10/2011 10:11,1.95,17315.0,United Kingdom
541496,21832,CHOCOLATE CALCULATOR,1,1/18/2011 15:00,3.29,,United Kingdom
579098,21032,SPACE CADET WHITE,1,11/28/2011 11:18,1.25,14606.0,United Kingdom
557958,23291,DOLLY GIRL CHILDRENS CUP,8,6/23/2011 19:27,1.25,16161.0,United Kingdom
536367,84879,ASSORTED COLOUR BIRD ORNAMENT,32,12/1/2010 8:34,1.69,13047.0,United Kingdom
574479,22744,MAKE YOUR OWN MONSOON CARD KIT,1,11/4/2011 12:39,2.95,18035.0,United Kingdom
577773,22263,FELT EGG COSY LADYBIRD ,2,11/21/2011 15:57,0.85,16712.0,United Kingdom
569857,22570,FELTCRAFT CUSHION RABBIT,96,10/6/2011 14:31,3.39,12939.0,United Kingdom
567380,22969,HOMEMADE JAM SCENTED CANDLES,12,9/20/2011 10:06,1.45,12620.0,France
575867,23378,PACK OF 12 50'S CHRISTMAS TISSUES,12,11/11/2011 12:44,0.39,15034.0,United Kingdom
556879,37475,SET/4 COLOURFUL MIXING BOWLS,1,6/15/2011 12:07,9.95,16461.0,United Kingdom
569246,37500,TEA TIME TEAPOT IN GIFT BOX,4,10/3/2011 9:57,8.29,14096.0,United Kingdom
565232,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,9/2/2011 9:30,5.79,,United Kingdom
547349,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,3/22/2011 12:02,2.95,15132.0,United Kingdom
573333,22633,HAND WARMER UNION JACK,12,10/30/2011 11:34,2.1,12483.0,Sweden
538149,22196,SMALL HEART MEASURING SPOONS,1,12/9/2010 16:27,1.66,,United Kingdom
C564427,22893,MINI CAKE STAND T-LIGHT HOLDER,-1,8/25/2011 11:18,0.42,17841.0,United Kingdom
567302,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,9/19/2011 13:02,1.65,15058.0,United Kingdom
551347,84313C,ORANGE TV TRAY TABLE ,6,4/28/2011 9:20,1.95,15768.0,United Kingdom
561658,21770,OPEN CLOSED METAL SIGN,1,7/28/2011 16:06,4.95,12743.0,Unspecified
572295,21731,RED TOADSTOOL LED NIGHT LIGHT,2,10/23/2011 13:49,1.65,16686.0,United Kingdom
562589,22457,NATURAL SLATE HEART CHALKBOARD ,12,8/7/2011 15:16,2.95,15198.0,United Kingdom
570187,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,10/7/2011 15:09,10.79,,United Kingdom
570180,21889,WOODEN BOX OF DOMINOES,12,10/7/2011 14:28,1.25,17509.0,United Kingdom
577770,23247,BISCUIT TIN 50'S CHRISTMAS,12,11/21/2011 15:33,2.89,13282.0,United Kingdom
562163,22993,SET OF 4 PANTRY JELLY MOULDS,12,8/3/2011 12:06,1.25,15628.0,United Kingdom
550278,22068,BLACK PIRATE TREASURE CHEST,12,4/15/2011 13:15,4.13,,United Kingdom
536538,22601,CHRISTMAS RETROSPOT ANGEL WOOD,10,12/1/2010 13:54,0.85,14594.0,United Kingdom
564536,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,3,8/25/2011 15:12,2.95,13159.0,United Kingdom
556113,22652,TRAVEL SEWING KIT,10,6/9/2011 9:32,1.65,13510.0,United Kingdom
547800,21791,VINTAGE HEADS AND TAILS CARD GAME ,1,3/25/2011 12:55,1.25,14504.0,United Kingdom
539826,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,12/22/2010 12:39,3.95,15044.0,United Kingdom
564573,22069,BROWN  PIRATE TREASURE CHEST ,1,8/26/2011 11:19,1.65,14606.0,United Kingdom
555017,22782,SET 3 WICKER STORAGE BASKETS ,1,5/31/2011 11:14,24.95,16801.0,United Kingdom
552654,22979,PANTRY WASHING UP BRUSH,1,5/10/2011 14:20,1.45,15756.0,United Kingdom
538327,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,1,12/10/2010 13:58,2.1,15514.0,United Kingdom
550205,21700,BIG DOUGHNUT FRIDGE MAGNETS,1,4/15/2011 10:37,8.29,,United Kingdom
574739,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,11/6/2011 16:04,1.65,16357.0,United Kingdom
566018,23329,DECORATIVE WICKER HEART LARGE,5,9/8/2011 12:42,1.65,13137.0,United Kingdom
564974,21933,PINK VINTAGE PAISLEY PICNIC BAG,2,8/31/2011 15:32,2.46,,United Kingdom
569481,23351,ROLL WRAP 50'S CHRISTMAS,12,10/4/2011 12:43,1.25,15255.0,United Kingdom
569920,85231B,CINAMMON SET OF 9 T-LIGHTS,12,10/6/2011 17:28,0.85,13348.0,United Kingdom
542617,20830,SILVER PHOTO FRAME,2,1/30/2011 15:48,2.1,17463.0,United Kingdom
577524,23269,SET OF 2 CERAMIC CHRISTMAS TREES,1,11/20/2011 13:33,1.45,16905.0,United Kingdom
536975,22299,PIG KEYRING WITH LIGHT & SOUND ,24,12/3/2010 14:04,1.25,14911.0,EIRE
541282,22961,JAM MAKING SET PRINTED,12,1/17/2011 12:31,1.45,17690.0,United Kingdom
536876,22735,RIBBON REEL SOCKS AND MITTENS,1,12/3/2010 11:36,3.36,,United Kingdom
579297,21790,VINTAGE SNAP CARDS,2,11/29/2011 11:23,1.63,,United Kingdom
570685,23216,LAUREL HEART ANTIQUE GOLD,6,10/11/2011 16:25,1.25,13208.0,United Kingdom
563450,22384,LUNCH BAG PINK POLKADOT,10,8/16/2011 14:33,1.65,16523.0,United Kingdom
555924,35653,VINTAGE BEAD NOTEBOOK,5,6/7/2011 17:12,2.46,,United Kingdom
577773,21810,CHRISTMAS HANGING STAR WITH BELL,3,11/21/2011 15:57,0.39,16712.0,United Kingdom
562258,22197,POPCORN HOLDER,2,8/3/2011 15:28,0.85,16348.0,United Kingdom
549245,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",1,4/7/2011 11:59,12.75,15005.0,United Kingdom
545041,22470,HEART OF WICKER LARGE,48,2/27/2011 10:30,2.55,14952.0,United Kingdom
556959,21535,RED RETROSPOT SMALL MILK JUG,6,6/16/2011 9:17,2.55,16739.0,United Kingdom
560504,23005,TRAVEL CARD WALLET I LOVE LONDON,24,7/19/2011 11:47,0.42,13081.0,United Kingdom
552285,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1,5/8/2011 12:58,2.95,14684.0,United Kingdom
550512,21937,STRAWBERRY   PICNIC BAG,1,4/18/2011 16:31,2.95,18069.0,United Kingdom
558563,84978,HANGING HEART JAR T-LIGHT HOLDER,12,6/30/2011 13:43,1.25,14561.0,United Kingdom
561485,23204,CHARLOTTE BAG APPLES DESIGN,1,7/27/2011 13:42,0.85,17841.0,United Kingdom
562347,82482,WOODEN PICTURE FRAME WHITE FINISH,2,8/4/2011 12:22,2.55,13263.0,United Kingdom
559301,21069,VINTAGE BILLBOARD TEA MUG,12,7/7/2011 12:41,1.25,13842.0,United Kingdom
566959,21810,CHRISTMAS HANGING STAR WITH BELL,9,9/15/2011 17:00,1.25,17530.0,United Kingdom
580729,23188,VINTAGE  2 METRE FOLDING RULER,2,12/5/2011 17:24,3.29,,United Kingdom
577024,21494,ROTATING LEAVES T-LIGHT HOLDER,1,11/17/2011 12:47,1.25,14704.0,United Kingdom
544937,20724,RED RETROSPOT CHARLOTTE BAG,10,2/25/2011 10:09,0.85,12839.0,United Kingdom
573094,85152,HAND OVER THE CHOCOLATE   SIGN ,4,10/27/2011 14:39,2.1,15707.0,United Kingdom
566249,22265,EASTER DECORATION NATURAL CHICK,7,9/11/2011 12:09,0.65,13527.0,United Kingdom
539211,22178,VICTORIAN GLASS HANGING T-LIGHT,6,12/16/2010 12:15,1.25,16743.0,United Kingdom
565915,22766,PHOTO FRAME CORNICE,2,9/7/2011 15:52,2.95,15752.0,United Kingdom
581405,21810,CHRISTMAS HANGING STAR WITH BELL,1,12/8/2011 13:50,0.39,13521.0,United Kingdom
574308,35953,FOLKART STAR CHRISTMAS DECORATIONS,24,11/3/2011 16:45,0.39,16409.0,United Kingdom
580505,21166,COOK WITH WINE METAL SIGN ,2,12/4/2011 13:32,2.08,15867.0,United Kingdom
580319,21408,SPOTTY PINK DUCK DOORSTOP,8,12/2/2011 15:39,1.95,15078.0,United Kingdom
543376,22087,PAPER BUNTING WHITE LACE,18,2/7/2011 15:10,2.95,16321.0,Australia
567635,22384,LUNCH BAG PINK POLKADOT,20,9/21/2011 13:41,1.65,16523.0,United Kingdom
544812,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,2/23/2011 15:58,5.79,,United Kingdom
568145,23324,RUSTIC STRAWBERRY JAM POT LARGE ,12,9/25/2011 11:30,2.08,12388.0,Australia
572863,20723,STRAWBERRY CHARLOTTE BAG,5,10/26/2011 12:53,0.85,17841.0,United Kingdom
565919,23173,REGENCY TEAPOT ROSES ,2,9/7/2011 16:48,9.95,,United Kingdom
546780,20713,JUMBO BAG OWLS,20,3/17/2011 7:40,1.95,12435.0,Denmark
576396,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,11/15/2011 10:41,2.95,16164.0,United Kingdom
572865,47422,ASSORTED MONKEY SUCTION CUP HOOK,1,10/26/2011 13:01,0.42,17841.0,United Kingdom
544833,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2/24/2011 10:10,1.45,15974.0,United Kingdom
541588,22088,PAPER BUNTING COLOURED LACE,6,1/19/2011 14:43,2.95,14307.0,United Kingdom
563444,22429,ENAMEL MEASURING JUG CREAM,2,8/16/2011 13:50,4.25,16033.0,United Kingdom
536592,47599A,PINK PARTY BAGS,1,12/1/2010 17:06,4.21,,United Kingdom
574015,84949,SILVER HANGING T-LIGHT HOLDER,6,11/2/2011 12:03,1.65,15576.0,United Kingdom
556779,21201,TROPICAL  HONEYCOMB PAPER GARLAND ,2,6/14/2011 12:45,2.55,16774.0,United Kingdom
563540,POST,POSTAGE,5,8/17/2011 12:04,18.0,12473.0,Germany
576644,22414,DOORMAT NEIGHBOURHOOD WITCH ,1,11/16/2011 10:01,14.13,,United Kingdom
C546217,23004,TRAVEL CARD WALLET PANTRY,-24,3/10/2011 12:04,0.42,14057.0,United Kingdom
574368,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,11/4/2011 10:59,4.95,13004.0,United Kingdom
556812,21390,FILIGRIS HEART WITH BUTTERFLY,1,6/14/2011 17:25,2.46,,United Kingdom
541974,22493,PAINT YOUR OWN CANVAS SET,1,1/24/2011 14:16,1.65,14541.0,United Kingdom
578234,22784,LANTERN CREAM GAZEBO ,3,11/23/2011 12:22,4.95,13650.0,United Kingdom
553549,22312,OFFICE MUG WARMER POLKADOT,2,5/17/2011 16:09,5.79,,United Kingdom
578149,22219,LOVEBIRD HANGING DECORATION WHITE ,3,11/23/2011 11:11,1.63,,United Kingdom
552816,22487,WHITE WOOD GARDEN PLANT LADDER,1,5/11/2011 12:47,9.95,15521.0,United Kingdom
558075,82482,WOODEN PICTURE FRAME WHITE FINISH,6,6/24/2011 17:07,2.55,17858.0,United Kingdom
571273,22621,TRADITIONAL KNITTING NANCY,12,10/16/2011 12:21,1.65,13034.0,United Kingdom
546912,22949,36 DOILIES DOLLY GIRL,4,3/17/2011 20:12,1.45,15861.0,United Kingdom
562560,85099B,JUMBO BAG RED RETROSPOT,4,8/5/2011 17:12,2.08,14156.0,EIRE
543373,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2/7/2011 15:04,1.95,16945.0,United Kingdom
541279,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,1/17/2011 11:55,1.95,18223.0,United Kingdom
545054,22652,TRAVEL SEWING KIT,4,2/27/2011 12:41,1.65,14472.0,United Kingdom
577800,22437,SET OF 9 BLACK SKULL BALLOONS,20,11/21/2011 17:00,0.85,15484.0,United Kingdom
538171,20778,GARDEN PATH NOTEBOOK ,1,12/9/2010 20:01,1.65,17530.0,United Kingdom
563922,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,8/21/2011 14:10,1.65,14529.0,United Kingdom
C542262,21843,RED RETROSPOT CAKE STAND,-1,1/26/2011 17:15,10.95,17591.0,United Kingdom
580119,21931,JUMBO STORAGE BAG SUKI,1,12/1/2011 16:37,2.08,17920.0,United Kingdom
537666,10002,INFLATABLE POLITICAL GLOBE ,2,12/7/2010 18:36,1.66,,United Kingdom
553732,23203,JUMBO BAG DOILEY PATTERNS,10,5/19/2011 8:27,1.95,12481.0,Germany
567817,21034,REX CASH+CARRY JUMBO SHOPPER,1,9/22/2011 12:41,0.95,15005.0,United Kingdom
578472,22078,RIBBON REEL LACE DESIGN ,10,11/24/2011 12:40,2.1,12476.0,Germany
574892,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,11/7/2011 14:40,3.25,14700.0,United Kingdom
C580968,23542,WALL ART 70'S ALPHABET ,-2,12/6/2011 14:57,8.25,15622.0,United Kingdom
570466,23534,WALL ART STOP FOR TEA ,1,10/10/2011 16:03,5.95,16791.0,United Kingdom
542409,22494,EMERGENCY FIRST AID TIN ,2,1/27/2011 16:30,1.25,15311.0,United Kingdom
549128,22522,CHILDS GARDEN FORK BLUE ,3,4/6/2011 14:25,0.85,16713.0,United Kingdom
537050,22398,MAGNETS PACK OF 4 SWALLOWS,12,12/5/2010 11:10,1.25,14800.0,United Kingdom
545464,82482,WOODEN PICTURE FRAME WHITE FINISH,3,3/3/2011 9:10,4.96,,United Kingdom
546190,23049,RECYCLED ACAPULCO MAT RED,2,3/10/2011 10:57,8.25,13102.0,United Kingdom
558777,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,7/4/2011 10:23,16.63,,United Kingdom
547504,21989,PACK OF 20 SKULL PAPER NAPKINS,12,3/23/2011 13:33,0.85,12683.0,France
557129,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1,6/16/2011 19:59,2.1,17841.0,United Kingdom
559042,21888,BINGO SET,1,7/5/2011 15:34,7.46,,United Kingdom
578233,22382,LUNCH BAG SPACEBOY DESIGN ,10,11/23/2011 12:20,1.65,14049.0,United Kingdom
565593,22662,LUNCH BAG DOLLY GIRL DESIGN,10,9/5/2011 14:07,1.65,17612.0,United Kingdom
564066,23290,SPACEBOY CHILDRENS BOWL,8,8/22/2011 15:05,1.25,17703.0,United Kingdom
561209,85163B,BLACK BAROQUE WALL CLOCK ,1,7/25/2011 16:57,24.96,,United Kingdom
573772,47566,PARTY BUNTING,1,11/1/2011 10:16,4.95,17377.0,United Kingdom
543399,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,1,2/8/2011 11:07,2.46,,United Kingdom
547990,21277,FRENCH STYLE EMBOSSED HEART CABINET,1,3/29/2011 9:53,21.95,15589.0,United Kingdom
537638,21175,GIN + TONIC DIET METAL SIGN,1,12/7/2010 15:28,4.21,,United Kingdom
569025,21788,KIDS RAIN MAC BLUE,4,9/30/2011 10:08,0.85,18041.0,United Kingdom
538877,21989,PACK OF 20 SKULL PAPER NAPKINS,4,12/14/2010 15:29,2.51,,United Kingdom
564841,22383,LUNCH BAG SUKI DESIGN ,1,8/30/2011 13:42,8.33,,United Kingdom
561897,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,7/31/2011 15:24,1.25,17841.0,United Kingdom
566024,22191,IVORY DINER WALL CLOCK,2,9/8/2011 12:51,8.5,13871.0,United Kingdom
566268,20679,EDWARDIAN PARASOL RED,3,9/11/2011 13:38,5.95,13813.0,Germany
580873,22659,LUNCH BOX I LOVE LONDON,24,12/6/2011 12:06,1.65,15061.0,United Kingdom
574657,23497,CLASSIC CHROME BICYCLE BELL ,1,11/6/2011 11:43,1.45,13772.0,United Kingdom
556780,21034,REX CASH+CARRY JUMBO SHOPPER,20,6/14/2011 12:46,0.95,14524.0,United Kingdom
555553,21244,BLUE POLKADOT PLATE ,8,6/5/2011 13:45,1.69,12662.0,Germany
576689,20726,LUNCH BAG WOODLAND,1,11/16/2011 12:18,1.65,16657.0,United Kingdom
545065,22785,SQUARECUSHION COVER PINK UNION FLAG,4,2/27/2011 14:43,6.75,12431.0,Australia
566060,23394,POSTE FRANCE CUSHION COVER,1,9/8/2011 15:27,10.79,,United Kingdom
577490,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,3,11/20/2011 12:11,1.65,16464.0,United Kingdom
565142,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,9/1/2011 13:46,1.06,17386.0,United Kingdom
579284,23293,SET OF 12 FAIRY CAKE BAKING CASES,80,11/29/2011 10:52,0.72,15061.0,United Kingdom
579541,23556,LANDMARK FRAME COVENT GARDEN ,1,11/30/2011 10:12,12.5,14653.0,United Kingdom
559684,23200,JUMBO BAG PEARS,10,7/11/2011 15:05,2.08,14367.0,United Kingdom
538753,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,12/14/2010 11:29,0.55,14901.0,United Kingdom
537693,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,12/8/2010 10:45,3.75,12441.0,France
572327,22621,TRADITIONAL KNITTING NANCY,24,10/24/2011 10:08,1.65,15277.0,United Kingdom
578519,82482,WOODEN PICTURE FRAME WHITE FINISH,2,11/24/2011 13:56,2.95,14591.0,United Kingdom
561371,22427,ENAMEL FLOWER JUG CREAM,1,7/26/2011 16:25,11.63,,United Kingdom
575080,22563,HAPPY STENCIL CRAFT,60,11/8/2011 13:29,1.25,14676.0,United Kingdom
573122,23367,SET 12 COLOUR PENCILS SPACEBOY ,1,10/27/2011 16:23,0.65,14357.0,United Kingdom
