InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Year,Month,Revenue
570685,23216,LAUREL HEART ANTIQUE GOLD,6,2011-10-11T16:25:00.000Z,1.25,13208.0,United Kingdom,2011,October,7.5
563450,22384,LUNCH BAG PINK POLKADOT,10,2011-08-16T14:33:00.000Z,1.65,16523.0,United Kingdom,2011,August,16.5
577773,21810,CHRISTMAS HANGING STAR WITH BELL,3,2011-11-21T15:57:00.000Z,0.39,16712.0,United Kingdom,2011,November,1.17
562258,22197,POPCORN HOLDER,2,2011-08-03T15:28:00.000Z,0.85,16348.0,United Kingdom,2011,August,1.7
549245,22165,"DIAMANTE HEART SHAPED WALL MIRROR,",1,2011-04-07T11:59:00.000Z,12.75,15005.0,United Kingdom,2011,April,12.75
545041,22470,HEART OF WICKER LARGE,48,2011-02-27T10:30:00.000Z,2.55,14952.0,United Kingdom,2011,February,122.4
556959,21535,RED RETROSPOT SMALL MILK JUG,6,2011-06-16T09:17:00.000Z,2.55,16739.0,United Kingdom,2011,June,15.3
560504,23005,TRAVEL CARD WALLET I LOVE LONDON,24,2011-07-19T11:47:00.000Z,0.42,13081.0,United Kingdom,2011,July,10.08
552285,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1,2011-05-08T12:58:00.000Z,2.95,14684.0,United Kingdom,2011,May,2.95
550512,21937,STRAWBERRY   PICNIC BAG,1,2011-04-18T16:31:00.000Z,2.95,18069.0,United Kingdom,2011,April,2.95
558563,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-06-30T13:43:00.000Z,1.25,14561.0,United Kingdom,2011,June,15.0
561485,23204,CHARLOTTE BAG APPLES DESIGN,1,2011-07-27T13:42:00.000Z,0.85,17841.0,United Kingdom,2011,July,0.85
562347,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-08-04T12:22:00.000Z,2.55,13263.0,United Kingdom,2011,August,5.1
559301,21069,VINTAGE BILLBOARD TEA MUG,12,2011-07-07T12:41:00.000Z,1.25,13842.0,United Kingdom,2011,July,15.0
566959,21810,CHRISTMAS HANGING STAR WITH BELL,9,2011-09-15T17:00:00.000Z,1.25,17530.0,United Kingdom,2011,September,11.25
577024,21494,ROTATING LEAVES T-LIGHT HOLDER,1,2011-11-17T12:47:00.000Z,1.25,14704.0,United Kingdom,2011,November,1.25
544937,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-02-25T10:09:00.000Z,0.85,12839.0,United Kingdom,2011,February,8.5
573094,85152,HAND OVER THE CHOCOLATE   SIGN,4,2011-10-27T14:39:00.000Z,2.1,15707.0,United Kingdom,2011,October,8.4
566249,22265,EASTER DECORATION NATURAL CHICK,7,2011-09-11T12:09:00.000Z,0.65,13527.0,United Kingdom,2011,September,4.55
539211,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2010-12-16T12:15:00.000Z,1.25,16743.0,United Kingdom,2010,December,7.5
565915,22766,PHOTO FRAME CORNICE,2,2011-09-07T15:52:00.000Z,2.95,15752.0,United Kingdom,2011,September,5.9
581405,21810,CHRISTMAS HANGING STAR WITH BELL,1,2011-12-08T13:50:00.000Z,0.39,13521.0,United Kingdom,2011,December,0.39
574308,35953,FOLKART STAR CHRISTMAS DECORATIONS,24,2011-11-03T16:45:00.000Z,0.39,16409.0,United Kingdom,2011,November,9.36
580505,21166,COOK WITH WINE METAL SIGN,2,2011-12-04T13:32:00.000Z,2.08,15867.0,United Kingdom,2011,December,4.16
580319,21408,SPOTTY PINK DUCK DOORSTOP,8,2011-12-02T15:39:00.000Z,1.95,15078.0,United Kingdom,2011,December,15.6
543376,22087,PAPER BUNTING WHITE LACE,18,2011-02-07T15:10:00.000Z,2.95,16321.0,Australia,2011,February,53.1
567635,22384,LUNCH BAG PINK POLKADOT,20,2011-09-21T13:41:00.000Z,1.65,16523.0,United Kingdom,2011,September,33.0
568145,23324,RUSTIC STRAWBERRY JAM POT LARGE,12,2011-09-25T11:30:00.000Z,2.08,12388.0,Australia,2011,September,24.96
572863,20723,STRAWBERRY CHARLOTTE BAG,5,2011-10-26T12:53:00.000Z,0.85,17841.0,United Kingdom,2011,October,4.25
546780,20713,JUMBO BAG OWLS,20,2011-03-17T07:40:00.000Z,1.95,12435.0,Denmark,2011,March,39.0
576396,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2011-11-15T10:41:00.000Z,2.95,16164.0,United Kingdom,2011,November,35.4
572865,47422,ASSORTED MONKEY SUCTION CUP HOOK,1,2011-10-26T13:01:00.000Z,0.42,17841.0,United Kingdom,2011,October,0.42
544833,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-02-24T10:10:00.000Z,1.45,15974.0,United Kingdom,2011,February,17.4
541588,22088,PAPER BUNTING COLOURED LACE,6,2011-01-19T14:43:00.000Z,2.95,14307.0,United Kingdom,2011,January,17.7
563444,22429,ENAMEL MEASURING JUG CREAM,2,2011-08-16T13:50:00.000Z,4.25,16033.0,United Kingdom,2011,August,8.5
574015,84949,SILVER HANGING T-LIGHT HOLDER,6,2011-11-02T12:03:00.000Z,1.65,15576.0,United Kingdom,2011,November,9.9
556779,21201,TROPICAL  HONEYCOMB PAPER GARLAND,2,2011-06-14T12:45:00.000Z,2.55,16774.0,United Kingdom,2011,June,5.1
563540,POST,POSTAGE,5,2011-08-17T12:04:00.000Z,18.0,12473.0,Germany,2011,August,90.0
C546217,23004,TRAVEL CARD WALLET PANTRY,-24,2011-03-10T12:04:00.000Z,0.42,14057.0,United Kingdom,2011,March,-10.08
574368,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-11-04T10:59:00.000Z,4.95,13004.0,United Kingdom,2011,November,14.85
541974,22493,PAINT YOUR OWN CANVAS SET,1,2011-01-24T14:16:00.000Z,1.65,14541.0,United Kingdom,2011,January,1.65
578234,22784,LANTERN CREAM GAZEBO,3,2011-11-23T12:22:00.000Z,4.95,13650.0,United Kingdom,2011,November,14.85
552816,22487,WHITE WOOD GARDEN PLANT LADDER,1,2011-05-11T12:47:00.000Z,9.95,15521.0,United Kingdom,2011,May,9.95
558075,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-06-24T17:07:00.000Z,2.55,17858.0,United Kingdom,2011,June,15.3
571273,22621,TRADITIONAL KNITTING NANCY,12,2011-10-16T12:21:00.000Z,1.65,13034.0,United Kingdom,2011,October,19.8
546912,22949,36 DOILIES DOLLY GIRL,4,2011-03-17T20:12:00.000Z,1.45,15861.0,United Kingdom,2011,March,5.8
562560,85099B,JUMBO BAG RED RETROSPOT,4,2011-08-05T17:12:00.000Z,2.08,14156.0,EIRE,2011,August,8.32
543373,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-02-07T15:04:00.000Z,1.95,16945.0,United Kingdom,2011,February,19.5
541279,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-01-17T11:55:00.000Z,1.95,18223.0,United Kingdom,2011,January,19.5
545054,22652,TRAVEL SEWING KIT,4,2011-02-27T12:41:00.000Z,1.65,14472.0,United Kingdom,2011,February,6.6
577800,22437,SET OF 9 BLACK SKULL BALLOONS,20,2011-11-21T17:00:00.000Z,0.85,15484.0,United Kingdom,2011,November,17.0
538171,20778,GARDEN PATH NOTEBOOK,1,2010-12-09T20:01:00.000Z,1.65,17530.0,United Kingdom,2010,December,1.65
563922,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,2011-08-21T14:10:00.000Z,1.65,14529.0,United Kingdom,2011,August,1.65
C542262,21843,RED RETROSPOT CAKE STAND,-1,2011-01-26T17:15:00.000Z,10.95,17591.0,United Kingdom,2011,January,-10.95
580119,21931,JUMBO STORAGE BAG SUKI,1,2011-12-01T16:37:00.000Z,2.08,17920.0,United Kingdom,2011,December,2.08
553732,23203,JUMBO BAG DOILEY PATTERNS,10,2011-05-19T08:27:00.000Z,1.95,12481.0,Germany,2011,May,19.5
567817,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-09-22T12:41:00.000Z,0.95,15005.0,United Kingdom,2011,September,0.95
578472,22078,RIBBON REEL LACE DESIGN,10,2011-11-24T12:40:00.000Z,2.1,12476.0,Germany,2011,November,21.0
574892,21035,SET/2 RED RETROSPOT TEA TOWELS,6,2011-11-07T14:40:00.000Z,3.25,14700.0,United Kingdom,2011,November,19.5
C580968,23542,WALL ART 70'S ALPHABET,-2,2011-12-06T14:57:00.000Z,8.25,15622.0,United Kingdom,2011,December,-16.5
570466,23534,WALL ART STOP FOR TEA,1,2011-10-10T16:03:00.000Z,5.95,16791.0,United Kingdom,2011,October,5.95
542409,22494,EMERGENCY FIRST AID TIN,2,2011-01-27T16:30:00.000Z,1.25,15311.0,United Kingdom,2011,January,2.5
549128,22522,CHILDS GARDEN FORK BLUE,3,2011-04-06T14:25:00.000Z,0.85,16713.0,United Kingdom,2011,April,2.55
537050,22398,MAGNETS PACK OF 4 SWALLOWS,12,2010-12-05T11:10:00.000Z,1.25,14800.0,United Kingdom,2010,December,15.0
546190,23049,RECYCLED ACAPULCO MAT RED,2,2011-03-10T10:57:00.000Z,8.25,13102.0,United Kingdom,2011,March,16.5
547504,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2011-03-23T13:33:00.000Z,0.85,12683.0,France,2011,March,10.2
557129,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,1,2011-06-16T19:59:00.000Z,2.1,17841.0,United Kingdom,2011,June,2.1
578233,22382,LUNCH BAG SPACEBOY DESIGN,10,2011-11-23T12:20:00.000Z,1.65,14049.0,United Kingdom,2011,November,16.5
565593,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-09-05T14:07:00.000Z,1.65,17612.0,United Kingdom,2011,September,16.5
564066,23290,SPACEBOY CHILDRENS BOWL,8,2011-08-22T15:05:00.000Z,1.25,17703.0,United Kingdom,2011,August,10.0
573772,47566,PARTY BUNTING,1,2011-11-01T10:16:00.000Z,4.95,17377.0,United Kingdom,2011,November,4.95
547990,21277,FRENCH STYLE EMBOSSED HEART CABINET,1,2011-03-29T09:53:00.000Z,21.95,15589.0,United Kingdom,2011,March,21.95
569025,21788,KIDS RAIN MAC BLUE,4,2011-09-30T10:08:00.000Z,0.85,18041.0,United Kingdom,2011,September,3.4
561897,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-07-31T15:24:00.000Z,1.25,17841.0,United Kingdom,2011,July,15.0
566024,22191,IVORY DINER WALL CLOCK,2,2011-09-08T12:51:00.000Z,8.5,13871.0,United Kingdom,2011,September,17.0
566268,20679,EDWARDIAN PARASOL RED,3,2011-09-11T13:38:00.000Z,5.95,13813.0,Germany,2011,September,17.85
580873,22659,LUNCH BOX I LOVE LONDON,24,2011-12-06T12:06:00.000Z,1.65,15061.0,United Kingdom,2011,December,39.6
574657,23497,CLASSIC CHROME BICYCLE BELL,1,2011-11-06T11:43:00.000Z,1.45,13772.0,United Kingdom,2011,November,1.45
556780,21034,REX CASH+CARRY JUMBO SHOPPER,20,2011-06-14T12:46:00.000Z,0.95,14524.0,United Kingdom,2011,June,19.0
555553,21244,BLUE POLKADOT PLATE,8,2011-06-05T13:45:00.000Z,1.69,12662.0,Germany,2011,June,13.52
576689,20726,LUNCH BAG WOODLAND,1,2011-11-16T12:18:00.000Z,1.65,16657.0,United Kingdom,2011,November,1.65
545065,22785,SQUARECUSHION COVER PINK UNION FLAG,4,2011-02-27T14:43:00.000Z,6.75,12431.0,Australia,2011,February,27.0
577490,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,3,2011-11-20T12:11:00.000Z,1.65,16464.0,United Kingdom,2011,November,4.95
565142,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,2011-09-01T13:46:00.000Z,1.06,17386.0,United Kingdom,2011,September,76.32
579284,23293,SET OF 12 FAIRY CAKE BAKING CASES,80,2011-11-29T10:52:00.000Z,0.72,15061.0,United Kingdom,2011,November,57.6
579541,23556,LANDMARK FRAME COVENT GARDEN,1,2011-11-30T10:12:00.000Z,12.5,14653.0,United Kingdom,2011,November,12.5
559684,23200,JUMBO BAG PEARS,10,2011-07-11T15:05:00.000Z,2.08,14367.0,United Kingdom,2011,July,20.8
538753,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2010-12-14T11:29:00.000Z,0.55,14901.0,United Kingdom,2010,December,13.2
537693,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2010-12-08T10:45:00.000Z,3.75,12441.0,France,2010,December,15.0
572327,22621,TRADITIONAL KNITTING NANCY,24,2011-10-24T10:08:00.000Z,1.65,15277.0,United Kingdom,2011,October,39.6
578519,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-11-24T13:56:00.000Z,2.95,14591.0,United Kingdom,2011,November,5.9
575080,22563,HAPPY STENCIL CRAFT,60,2011-11-08T13:29:00.000Z,1.25,14676.0,United Kingdom,2011,November,75.0
573122,23367,SET 12 COLOUR PENCILS SPACEBOY,1,2011-10-27T16:23:00.000Z,0.65,14357.0,United Kingdom,2011,October,0.65
547383,22564,ALPHABET STENCIL CRAFT,12,2011-03-22T15:42:00.000Z,1.25,12613.0,Germany,2011,March,15.0
564335,21980,PACK OF 12 RED RETROSPOT TISSUES,1,2011-08-24T14:23:00.000Z,0.29,15800.0,United Kingdom,2011,August,0.29
554274,85066,CREAM SWEETHEART MINI CHEST,3,2011-05-23T13:12:00.000Z,12.75,16266.0,United Kingdom,2011,May,38.25
569319,23524,HORSE & PONY WALL ART,6,2011-10-03T12:17:00.000Z,3.75,14290.0,United Kingdom,2011,October,22.5
C578832,23285,PINK VINTAGE SPOT BEAKER,-2,2011-11-25T15:18:00.000Z,0.85,13069.0,United Kingdom,2011,November,-1.7
552893,22906,12 MESSAGE CARDS WITH ENVELOPES,12,2011-05-12T10:49:00.000Z,1.65,14421.0,United Kingdom,2011,May,19.8
539590,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2010-12-20T13:21:00.000Z,4.95,14733.0,United Kingdom,2010,December,14.85
568066,23238,SET OF 4 KNICK KNACK TINS LONDON,1,2011-09-23T13:48:00.000Z,4.15,14529.0,United Kingdom,2011,September,4.15
574940,23497,CLASSIC CHROME BICYCLE BELL,12,2011-11-07T17:21:00.000Z,1.45,14929.0,United Kingdom,2011,November,17.4
553205,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-05-16T08:13:00.000Z,14.95,15813.0,United Kingdom,2011,May,14.95
576339,22311,OFFICE MUG WARMER BLACK+SILVER,7,2011-11-14T15:27:00.000Z,5.79,14096.0,United Kingdom,2011,November,40.53
581481,22664,TOY TIDY DOLLY GIRL DESIGN,20,2011-12-09T09:07:00.000Z,0.79,17490.0,United Kingdom,2011,December,15.8
572662,22730,ALARM CLOCK BAKELIKE IVORY,1,2011-10-25T12:54:00.000Z,3.75,15443.0,United Kingdom,2011,October,3.75
570428,21708,FOLDING UMBRELLA CREAM POLKADOT,2,2011-10-10T14:02:00.000Z,4.95,15553.0,United Kingdom,2011,October,9.9
551501,20975,12 PENCILS SMALL TUBE RED RETROSPOT,48,2011-04-28T16:53:00.000Z,0.65,16422.0,United Kingdom,2011,April,31.2
564734,21211,SET OF 72 SKULL PAPER  DOILIES,3,2011-08-28T13:32:00.000Z,1.45,12484.0,Spain,2011,August,4.35
567662,23000,TRAVEL CARD WALLET TRANSPORT,6,2011-09-21T15:12:00.000Z,0.42,17758.0,United Kingdom,2011,September,2.52
547730,22423,REGENCY CAKESTAND 3 TIER,1,2011-03-25T11:01:00.000Z,12.75,14796.0,United Kingdom,2011,March,12.75
579516,23210,WHITE ROCKING HORSE HAND PAINTED,6,2011-11-29T17:52:00.000Z,1.25,17841.0,United Kingdom,2011,November,7.5
572562,22569,FELTCRAFT CUSHION BUTTERFLY,4,2011-10-25T09:07:00.000Z,3.75,13481.0,United Kingdom,2011,October,15.0
544571,22531,MAGIC DRAWING SLATE CIRCUS PARADE,24,2011-02-21T13:07:00.000Z,0.42,15146.0,United Kingdom,2011,February,10.08
573780,21915,RED  HARMONICA IN BOX,12,2011-11-01T11:12:00.000Z,1.25,17503.0,United Kingdom,2011,November,15.0
563924,21507,"ELEPHANT, BIRTHDAY CARD,",12,2011-08-21T14:32:00.000Z,0.42,15984.0,United Kingdom,2011,August,5.04
568703,20832,RED FLOCK LOVE HEART PHOTO FRAME,24,2011-09-28T15:21:00.000Z,0.39,12748.0,United Kingdom,2011,September,9.36
541981,20750,RED RETROSPOT MINI CASES,12,2011-01-24T15:32:00.000Z,6.35,12691.0,France,2011,January,76.2
567159,22687,DOORMAT CHRISTMAS VILLAGE,3,2011-09-18T10:19:00.000Z,8.25,15465.0,United Kingdom,2011,September,24.75
554098,22120,WELCOME  WOODEN BLOCK LETTERS,1,2011-05-22T13:01:00.000Z,9.95,14769.0,United Kingdom,2011,May,9.95
C564279,23064,CINDERELLA CHANDELIER,-3,2011-08-24T10:54:00.000Z,49.95,17706.0,United Kingdom,2011,August,-149.85
575848,22996,TRAVEL CARD WALLET VINTAGE TICKET,10,2011-11-11T12:10:00.000Z,0.42,14178.0,United Kingdom,2011,November,4.2
572658,23336,EGG FRYING PAN PINK,6,2011-10-25T12:29:00.000Z,2.08,17690.0,United Kingdom,2011,October,12.48
572447,22386,JUMBO BAG PINK POLKADOT,4,2011-10-24T12:25:00.000Z,2.08,17811.0,United Kingdom,2011,October,8.32
579458,22379,RECYCLING BAG RETROSPOT,1,2011-11-29T14:38:00.000Z,2.1,16549.0,United Kingdom,2011,November,2.1
536607,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2010-12-02T09:29:00.000Z,9.95,17732.0,United Kingdom,2010,December,19.9
547063,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,2011-03-20T13:33:00.000Z,1.25,14769.0,United Kingdom,2011,March,15.0
559133,22333,RETROSPOT PARTY BAG + STICKER SET,2,2011-07-06T13:13:00.000Z,1.65,17861.0,United Kingdom,2011,July,3.3
577429,22549,PICTURE DOMINOES,12,2011-11-20T11:06:00.000Z,1.45,14881.0,United Kingdom,2011,November,17.4
540951,21217,RED RETROSPOT ROUND CAKE TINS,12,2011-01-12T13:10:00.000Z,8.95,13113.0,United Kingdom,2011,January,107.4
570246,23302,KNEELING MAT HOUSEWORK  DESIGN,1,2011-10-09T16:22:00.000Z,1.65,16921.0,United Kingdom,2011,October,1.65
568369,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-26T16:15:00.000Z,4.95,16710.0,United Kingdom,2011,September,19.8
561537,23342,MINT DINER WALL CLOCK,2,2011-07-28T09:58:00.000Z,8.5,13870.0,United Kingdom,2011,July,17.0
576834,23129,HEART SHAPED HOLLY WREATH,8,2011-11-16T15:10:00.000Z,4.15,13458.0,United Kingdom,2011,November,33.2
577595,82578,KITCHEN METAL SIGN,2,2011-11-20T16:12:00.000Z,0.55,16399.0,United Kingdom,2011,November,1.1
540979,22470,HEART OF WICKER LARGE,10,2011-01-12T15:06:00.000Z,2.95,15727.0,United Kingdom,2011,January,29.5
545991,22281,EASTER TREE YELLOW BIRDS,2,2011-03-08T13:12:00.000Z,5.95,15311.0,United Kingdom,2011,March,11.9
557872,22620,4 TRADITIONAL SPINNING TOPS,12,2011-06-23T12:42:00.000Z,1.45,14911.0,EIRE,2011,June,17.4
569005,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-09-29T18:30:00.000Z,1.69,16268.0,United Kingdom,2011,September,13.52
538178,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,24,2010-12-10T09:51:00.000Z,1.49,17696.0,United Kingdom,2010,December,35.76
552277,22384,LUNCH BAG PINK POLKADOT,1,2011-05-08T12:34:00.000Z,1.65,13642.0,United Kingdom,2011,May,1.65
543812,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,1,2011-02-13T14:40:00.000Z,2.95,17472.0,United Kingdom,2011,February,2.95
576593,23536,WALL ART VILLAGE SHOW,2,2011-11-15T14:48:00.000Z,5.95,15720.0,United Kingdom,2011,November,11.9
565457,22189,CREAM HEART CARD HOLDER,12,2011-09-05T09:07:00.000Z,3.95,14565.0,United Kingdom,2011,September,47.4
542595,22561,WOODEN SCHOOL COLOURING SET,2,2011-01-30T10:19:00.000Z,1.65,14040.0,United Kingdom,2011,January,3.3
564729,22348,TEA BAG PLATE RED RETROSPOT,2,2011-08-28T12:44:00.000Z,0.85,13137.0,United Kingdom,2011,August,1.7
571844,23526,WALL ART DOG LICENCE,12,2011-10-19T12:30:00.000Z,5.95,17101.0,United Kingdom,2011,October,71.4
570442,22551,PLASTERS IN TIN SPACEBOY,2,2011-10-10T14:37:00.000Z,1.65,16549.0,United Kingdom,2011,October,3.3
548715,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2011-04-03T15:22:00.000Z,2.95,17758.0,United Kingdom,2011,April,8.85
572484,22070,SMALL RED RETROSPOT MUG IN BOX,4,2011-10-24T13:50:00.000Z,3.75,17220.0,United Kingdom,2011,October,15.0
565329,20728,LUNCH BAG CARS BLUE,1,2011-09-02T13:54:00.000Z,1.65,14606.0,United Kingdom,2011,September,1.65
545186,79066K,RETRO MOD TRAY,3,2011-02-28T15:05:00.000Z,0.85,17841.0,United Kingdom,2011,February,2.55
545163,22383,LUNCH BAG SUKI DESIGN,20,2011-02-28T13:39:00.000Z,1.65,16607.0,United Kingdom,2011,February,33.0
568185,21982,PACK OF 12 SUKI TISSUES,1,2011-09-25T14:08:00.000Z,0.39,16594.0,United Kingdom,2011,September,0.39
567165,79321,CHILLI LIGHTS,2,2011-09-18T11:58:00.000Z,5.75,17841.0,United Kingdom,2011,September,11.5
559715,22534,MAGIC DRAWING SLATE SPACEBOY,24,2011-07-12T10:47:00.000Z,0.42,14132.0,United Kingdom,2011,July,10.08
554098,23077,DOUGHNUT LIP GLOSS,20,2011-05-22T13:01:00.000Z,1.25,14769.0,United Kingdom,2011,May,25.0
563638,22844,VINTAGE CREAM DOG FOOD CONTAINER,24,2011-08-18T10:36:00.000Z,7.65,15311.0,United Kingdom,2011,August,183.6
566022,23355,HOT WATER BOTTLE KEEP CALM,4,2011-09-08T12:47:00.000Z,4.95,13925.0,United Kingdom,2011,September,19.8
558057,21380,WOODEN HAPPY BIRTHDAY GARLAND,12,2011-06-24T14:57:00.000Z,2.95,15665.0,United Kingdom,2011,June,35.4
553856,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-05-19T13:28:00.000Z,0.55,16813.0,United Kingdom,2011,May,0.55
580720,22867,HAND WARMER BIRD DESIGN,1,2011-12-05T16:55:00.000Z,2.1,14629.0,United Kingdom,2011,December,2.1
560362,23297,SET 40 HEART SHAPE PETIT FOUR CASES,12,2011-07-18T11:59:00.000Z,1.65,13488.0,United Kingdom,2011,July,19.8
559092,21880,RED RETROSPOT TAPE,12,2011-07-06T10:48:00.000Z,0.65,16829.0,United Kingdom,2011,July,7.8
566317,23245,SET OF 3 REGENCY CAKE TINS,4,2011-09-12T10:19:00.000Z,4.95,13375.0,United Kingdom,2011,September,19.8
545657,22561,WOODEN SCHOOL COLOURING SET,12,2011-03-04T14:02:00.000Z,1.65,14911.0,EIRE,2011,March,19.8
545665,22262,FELT EGG COSY CHICKEN,12,2011-03-04T15:20:00.000Z,0.85,17535.0,United Kingdom,2011,March,10.2
577317,23503,PLAYING CARDS KEEP CALM & CARRY ON,6,2011-11-18T13:33:00.000Z,1.25,16426.0,United Kingdom,2011,November,7.5
555731,22849,BREAD BIN DINER STYLE MINT,4,2011-06-07T07:49:00.000Z,14.95,16655.0,United Kingdom,2011,June,59.8
575668,23207,LUNCH BAG ALPHABET DESIGN,1,2011-11-10T14:59:00.000Z,1.65,18283.0,United Kingdom,2011,November,1.65
544685,21754,HOME BUILDING BLOCK WORD,3,2011-02-22T17:13:00.000Z,5.95,13285.0,United Kingdom,2011,February,17.85
546569,85194S,HANGING SPRING FLOWER EGG SMALL,24,2011-03-15T10:53:00.000Z,0.65,14016.0,EIRE,2011,March,15.6
580727,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,58,2011-12-05T17:17:00.000Z,2.08,14096.0,United Kingdom,2011,December,120.64
566674,23378,PACK OF 12 50'S CHRISTMAS TISSUES,24,2011-09-14T11:41:00.000Z,0.39,15105.0,United Kingdom,2011,September,9.36
538801,84826,ASSTD DESIGN 3D PAPER STICKERS,60,2010-12-14T11:51:00.000Z,0.21,16083.0,United Kingdom,2010,December,12.6
569849,22139,RETROSPOT TEA SET CERAMIC 11 PC,6,2011-10-06T13:49:00.000Z,4.95,15264.0,United Kingdom,2011,October,29.7
C558969,22727,ALARM CLOCK BAKELIKE RED,-1,2011-07-05T11:01:00.000Z,3.75,16729.0,United Kingdom,2011,July,-3.75
541283,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-01-17T12:34:00.000Z,0.55,12820.0,United Kingdom,2011,January,13.2
571561,22966,GINGERBREAD MAN COOKIE CUTTER,36,2011-10-18T10:02:00.000Z,1.25,14015.0,United Kingdom,2011,October,45.0
557805,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-06-23T10:27:00.000Z,1.65,17651.0,United Kingdom,2011,June,16.5
547568,22799,SWEETHEART WIRE FRUIT BOWL,2,2011-03-24T09:50:00.000Z,8.5,13341.0,United Kingdom,2011,March,17.0
538844,22837,HOT WATER BOTTLE BABUSHKA,36,2010-12-14T13:19:00.000Z,4.25,14680.0,United Kingdom,2010,December,153.0
536464,22663,JUMBO BAG DOLLY GIRL DESIGN,1,2010-12-01T12:23:00.000Z,1.95,17968.0,United Kingdom,2010,December,1.95
578786,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-11-25T12:02:00.000Z,4.95,13184.0,United Kingdom,2011,November,9.9
559327,22470,HEART OF WICKER LARGE,6,2011-07-07T15:21:00.000Z,2.95,13681.0,United Kingdom,2011,July,17.7
559120,22384,LUNCH BAG PINK POLKADOT,3,2011-07-06T12:18:00.000Z,1.65,16393.0,United Kingdom,2011,July,4.95
575218,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-11-09T11:16:00.000Z,4.95,16592.0,United Kingdom,2011,November,14.85
560579,22413,METAL SIGN TAKE IT OR LEAVE IT,1,2011-07-19T15:13:00.000Z,2.95,15867.0,United Kingdom,2011,July,2.95
580311,84692,BOX OF 24 COCKTAIL PARASOLS,25,2011-12-02T14:48:00.000Z,0.42,18245.0,United Kingdom,2011,December,10.5
549047,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-04-06T10:07:00.000Z,0.55,17783.0,United Kingdom,2011,April,0.55
561119,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-07-25T12:34:00.000Z,1.25,17719.0,United Kingdom,2011,July,15.0
544661,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-02-22T13:59:00.000Z,1.25,15303.0,United Kingdom,2011,February,15.0
556507,48184,DOORMAT ENGLISH ROSE,4,2011-06-13T09:55:00.000Z,7.95,12567.0,France,2011,June,31.8
538866,79321,CHILLI LIGHTS,24,2010-12-14T14:40:00.000Z,4.25,17841.0,United Kingdom,2010,December,102.0
563374,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-08-16T10:03:00.000Z,0.65,13953.0,United Kingdom,2011,August,7.8
547548,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2011-03-23T15:37:00.000Z,2.55,15644.0,United Kingdom,2011,March,2.55
539254,22555,PLASTERS IN TIN STRONGMAN,24,2010-12-16T14:25:00.000Z,1.65,13199.0,United Kingdom,2010,December,39.6
578285,20767,BLUE PAISLEY JOURNAL,1,2011-11-23T13:57:00.000Z,2.55,12748.0,United Kingdom,2011,November,2.55
546032,21754,HOME BUILDING BLOCK WORD,3,2011-03-09T09:11:00.000Z,5.95,13267.0,United Kingdom,2011,March,17.85
